113	38	朱之山	17236442485	330282199010061000	31	女	1	32	24	49	3	5	14
114	38	朱之山	17236442485	330282199010061000	31	女	6	43	41	1	14	5	6
115	39	金春燕	18342552619	150302200306251000	18	女	7	10	31	16	2	3	7
116	39	金春燕	18342552619	150302200306251000	18	女	3	13	18	43	2	3	12
117	39	金春燕	18342552619	150302200306251000	18	女	1	37	43	22	10	3	2
118	40	郝春燕	14834836636	513436196211223000	59	男	5	15	22	43	17	5	3
119	40	郝春燕	14834836636	513436196211223000	59	男	5	17	11	9	17	5	14
120	40	郝春燕	14834836636	513436196211223000	59	男	6	19	38	11	2	5	15
121	41	姜太红	13910079065	610632199307104000	28	男	4	36	23	33	7	3	12
122	41	姜太红	13910079065	610632199307104000	28	男	5	11	39	11	6	3	10
123	41	姜太红	13910079065	610632199307104000	28	男	5	40	41	14	15	5	6
124	42	王计香	15922675081	513333200209107000	19	女	4	10	28	31	18	5	1
125	42	王计香	15922675081	513333200209107000	19	女	2	40	4	1	7	3	6
126	42	王计香	15922675081	513333200209107000	19	女	6	12	9	24	8	3	12
127	43	杨代云	13229123649	360112198211118000	39	男	3	15	5	32	12	3	8
128	43	杨代云	13229123649	360112198211118000	39	男	2	10	7	43	6	5	16
129	43	杨代云	13229123649	360112198211118000	39	男	2	42	27	35	6	5	3
130	44	李梓涵	13488617569	331126196803026000	53	男	4	41	19	48	1	5	18
131	44	李梓涵	13488617569	331126196803026000	53	男	2	33	37	27	14	5	16
132	44	李梓涵	13488617569	331126196803026000	53	男	1	47	27	43	13	5	1
133	45	孔海燕	14817598459	210403196208210000	59	男	7	9	10	14	3	5	14
134	45	孔海燕	14817598459	210403196208210000	59	男	6	6	51	2	14	5	6
135	45	孔海燕	14817598459	210403196208210000	59	男	1	5	39	46	2	3	7
136	46	施安琪	13353469373	420503198503071000	36	女	1	50	27	1	2	3	12
137	46	施安琪	13353469373	420503198503071000	36	女	1	41	32	39	10	3	2
138	46	施安琪	13353469373	420503198503071000	36	女	3	5	27	44	17	5	3
139	47	金心敏	14532892641	340802198610035000	35	男	5	10	29	49	17	5	14
140	47	金心敏	14532892641	340802198610035000	35	男	6	11	18	40	2	5	15
141	47	金心敏	14532892641	340802198610035000	35	男	6	33	25	42	7	3	12
142	48	吴昭娣	15545687923	360725200104144000	20	男	5	34	17	35	6	3	10
143	48	吴昭娣	15545687923	360725200104144000	20	男	4	37	37	1	15	5	6
144	48	吴昭娣	15545687923	360725200104144000	20	男	5	5	10	19	18	5	1
145	49	尤半雪	18051216960	500152196607163000	55	男	4	8	39	13	7	3	6
146	49	尤半雪	18051216960	500152196607163000	55	男	6	17	3	51	8	3	12
147	49	尤半雪	18051216960	500152196607163000	55	男	3	46	25	32	12	3	8
148	50	许冷安	13913805977	130637200405235000	17	男	2	23	19	45	6	5	16
149	50	许冷安	13913805977	130637200405235000	17	男	3	15	5	40	6	5	3
150	50	许冷安	13913805977	130637200405235000	17	男	7	50	14	34	1	5	18
151	51	尤妙海	15421143209	530102197202239000	49	男	2	48	9	46	14	5	16
152	51	尤妙海	15421143209	530102197202239000	49	男	4	16	22	28	13	5	1
153	51	尤妙海	15421143209	530102197202239000	49	男	4	26	28	46	3	5	14
154	52	华灵竹	14454084538	650205196306164000	58	女	6	47	11	12	14	5	6
155	52	华灵竹	14454084538	650205196306164000	58	女	4	37	4	10	2	3	7
156	52	华灵竹	14454084538	650205196306164000	58	女	4	7	36	16	2	3	12
157	53	孔婷婷	17472326046	520326197809239000	43	女	2	9	23	14	10	3	2
158	53	孔婷婷	17472326046	520326197809239000	43	女	3	9	2	40	17	5	3
159	53	孔婷婷	17472326046	520326197809239000	43	女	2	40	25	45	17	5	14
160	54	孔代云	14042347621	370613200410048000	17	男	6	9	2	32	2	5	15
161	54	孔代云	14042347621	370613200410048000	17	男	6	7	33	7	7	3	12
162	54	孔代云	14042347621	370613200410048000	17	男	2	1	4	36	6	3	10
163	55	陈之柔	14538412134	341324198410244000	37	女	1	32	47	25	15	5	6
164	55	陈之柔	14538412134	341324198410244000	37	女	5	14	37	23	18	5	1
165	55	陈之柔	14538412134	341324198410244000	37	女	3	33	44	50	7	3	6
166	56	苗谷山	15981607631	230709197003203000	51	男	6	40	26	48	8	3	12
167	56	苗谷山	15981607631	230709197003203000	51	男	7	4	40	6	12	3	8
168	56	苗谷山	15981607631	230709197003203000	51	男	2	30	42	32	6	5	16
169	57	张梅梅	13843795462	360827199804116000	23	男	4	22	18	35	6	5	3
170	57	张梅梅	13843795462	360827199804116000	23	男	4	48	8	21	1	5	18
171	57	张梅梅	13843795462	360827199804116000	23	男	1	6	1	50	14	5	16
172	58	杨翠柔	17396692778	610331195805177000	63	男	2	50	30	18	13	5	1
173	58	杨翠柔	17396692778	610331195805177000	63	男	2	3	47	29	3	5	14
174	58	杨翠柔	17396692778	610331195805177000	63	男	1	16	34	33	14	5	6
175	59	卫大芬	15065722155	220582198604120000	35	女	2	43	17	13	2	3	7
176	59	卫大芬	15065722155	220582198604120000	35	女	4	14	9	1	2	3	12
177	59	卫大芬	15065722155	220582198604120000	35	女	6	25	50	1	10	3	2
178	60	李兰兰	15912931224	520628198509181000	36	男	3	37	43	36	17	5	3
179	60	李兰兰	15912931224	520628198509181000	36	男	7	36	18	13	17	5	14
180	60	李兰兰	15912931224	520628198509181000	36	男	4	50	35	14	2	5	15
181	61	周念梅	13374124920	220323199003114000	31	女	6	2	4	9	7	3	12
182	61	周念梅	13374124920	220323199003114000	31	女	5	37	10	22	6	3	10
183	61	周念梅	13374124920	220323199003114000	31	女	6	48	10	37	15	5	6
184	62	王子彤	16058595476	653129200606239000	15	男	4	13	20	14	18	5	1
185	62	王子彤	16058595476	653129200606239000	15	男	2	23	23	47	7	3	6
186	62	王子彤	16058595476	653129200606239000	15	男	3	32	46	38	8	3	12
187	63	陈冰彤	17141867090	331004200003127000	21	女	1	21	16	28	12	3	8
188	63	陈冰彤	17141867090	331004200003127000	21	女	3	1	11	11	6	5	16
189	63	陈冰彤	17141867090	331004200003127000	21	女	1	11	4	3	6	5	3
190	64	郑婷婷	15735269450	652924199101262000	30	男	5	45	44	22	1	5	18
191	64	郑婷婷	15735269450	652924199101262000	30	男	5	24	27	23	14	5	16
192	64	郑婷婷	15735269450	652924199101262000	30	男	5	22	20	12	13	5	1
193	65	杨子彤	13776713819	210181199208119000	29	女	6	10	39	45	3	5	14
194	65	杨子彤	13776713819	210181199208119000	29	女	4	29	2	50	14	5	6
195	65	杨子彤	13776713819	210181199208119000	29	女	4	15	15	13	2	3	7
196	66	王元群	17996277317	440233198101116000	40	女	6	25	30	17	2	3	12
197	66	王元群	17996277317	440233198101116000	40	女	6	27	28	45	10	3	2
198	66	王元群	17996277317	440233198101116000	40	女	4	9	5	43	17	5	3
199	67	施兰兰	17869920191	542521199603270000	25	女	3	15	13	9	17	5	14
200	67	施兰兰	17869920191	542521199603270000	25	女	6	51	2	39	2	5	15
201	67	施兰兰	17869920191	542521199603270000	25	女	6	35	24	36	7	3	12
202	68	陈庆黎	13463934568	45080219620502168X	59	女	4	36	14	39	6	3	10
203	68	陈庆黎	13463934568	45080219620502168X	59	女	2	46	5	20	15	5	6
204	68	陈庆黎	13463934568	45080219620502168X	59	女	1	39	2	27	18	5	1
205	69	张千萍	15355427024	320303198707096000	34	女	7	44	20	21	7	3	6
206	69	张千萍	15355427024	320303198707096000	34	女	7	47	24	26	8	3	12
207	69	张千萍	15355427024	320303198707096000	34	女	6	27	26	2	12	3	8
208	70	沈欣淼	17648888638	520525196202021000	59	男	4	51	37	9	6	5	16
209	70	沈欣淼	17648888638	520525196202021000	59	男	3	28	12	48	6	5	3
210	70	沈欣淼	17648888638	520525196202021000	59	男	3	46	30	37	1	5	18
211	71	陈安琪	18266146166	230382198411175000	37	女	5	41	27	7	14	5	16
212	71	陈安琪	18266146166	230382198411175000	37	女	2	46	1	45	13	5	1
213	71	陈安琪	18266146166	230382198411175000	37	女	7	22	19	44	3	5	14
214	72	史雪倩	13733772815	530426199002174000	31	女	7	44	10	12	14	5	6
215	72	史雪倩	13733772815	530426199002174000	31	女	5	4	5	6	2	3	7
216	72	史雪倩	13733772815	530426199002174000	31	女	2	39	45	35	2	3	12
217	73	吕耀文	14632245663	320381196404192000	57	女	6	26	15	20	10	3	2
218	73	吕耀文	14632245663	320381196404192000	57	女	2	9	17	17	17	5	3
219	73	吕耀文	14632245663	320381196404192000	57	女	2	5	42	15	17	5	14
220	74	尤雪萍	17624037710	230201199810139000	23	男	1	50	40	8	2	5	15
221	74	尤雪萍	17624037710	230201199810139000	23	男	5	21	29	27	7	3	12
222	74	尤雪萍	17624037710	230201199810139000	23	男	1	36	32	26	6	3	10
223	75	吕雪萍	15375884671	150581200805032000	13	男	7	5	2	42	15	5	6
224	75	吕雪萍	15375884671	150581200805032000	13	男	3	27	23	1	18	5	1
225	75	吕雪萍	15375884671	150581200805032000	13	男	7	51	48	33	7	3	6
226	76	沈海燕	15735194316	430725199205097000	29	男	1	16	36	20	8	3	12
227	76	沈海燕	15735194316	430725199205097000	29	男	2	46	7	40	12	3	8
228	76	沈海燕	15735194316	430725199205097000	29	男	3	33	42	18	6	5	16
229	77	李景燕	18045200624	130708198907099000	32	男	1	15	44	9	6	5	3
230	77	李景燕	18045200624	130708198907099000	32	男	7	33	38	43	1	5	18
231	77	李景燕	18045200624	130708198907099000	32	男	4	26	3	26	14	5	16
232	78	郎有菊	13176052535	150627199910020000	22	男	4	40	18	41	13	5	1
233	78	郎有菊	13176052535	150627199910020000	22	男	2	27	3	29	3	5	14
234	78	郎有菊	13176052535	150627199910020000	22	男	1	13	18	26	14	5	6
235	79	韦倩倩	17874915919	211102196405241000	57	男	4	41	7	11	2	3	7
236	79	韦倩倩	17874915919	211102196405241000	57	男	2	34	22	9	2	3	12
237	79	韦倩倩	17874915919	211102196405241000	57	男	6	27	27	30	10	3	2
238	80	许秋荣	18244368576	341222199709231000	24	女	5	40	35	18	17	5	3
239	80	许秋荣	18244368576	341222199709231000	24	女	2	26	5	44	17	5	14
240	80	许秋荣	18244368576	341222199709231000	24	女	7	44	4	9	2	5	15
241	81	沈启英	15772548980	35080119820211277X	39	男	4	16	32	38	7	3	12
242	81	沈启英	15772548980	35080119820211277X	39	男	5	34	41	33	6	3	10
243	81	沈启英	15772548980	35080119820211277X	39	男	6	23	20	15	15	5	6
244	82	尤小蝶	13412798589	513228198107262000	40	女	3	18	5	26	18	5	1
245	82	尤小蝶	13412798589	513228198107262000	40	女	7	48	30	3	7	3	6
246	82	尤小蝶	13412798589	513228198107262000	40	女	3	37	12	10	8	3	12
247	83	陈绮菱	17415037105	530427196104089000	60	男	6	2	38	26	12	3	8
248	83	陈绮菱	17415037105	530427196104089000	60	男	1	24	5	9	6	5	16
249	83	陈绮菱	17415037105	530427196104089000	60	男	7	33	8	3	6	5	3
250	84	华铠沣	15942366147	610603200201028000	19	男	1	21	47	31	1	5	18
251	84	华铠沣	15942366147	610603200201028000	19	男	4	51	49	20	14	5	16
252	84	华铠沣	15942366147	610603200201028000	19	男	5	5	8	49	13	5	1
253	85	华秋菊	17527033352	540233196701217000	54	女	6	10	24	48	3	5	14
254	85	华秋菊	17527033352	540233196701217000	54	女	1	49	15	7	14	5	6
255	85	华秋菊	17527033352	540233196701217000	54	女	3	18	45	24	2	3	7
256	86	赵亦瑶	13510921773	23030120050227029X	16	男	3	4	21	16	2	3	12
257	86	赵亦瑶	13510921773	23030120050227029X	16	男	3	25	15	8	10	3	2
258	86	赵亦瑶	13510921773	23030120050227029X	16	男	6	3	28	25	17	5	3
259	87	赵冰彤	15552494219	37110220030622703X	18	男	6	32	42	2	17	5	14
260	87	赵冰彤	15552494219	37110220030622703X	18	男	4	45	8	17	2	5	15
261	87	赵冰彤	15552494219	37110220030622703X	18	男	7	21	20	4	7	3	12
262	88	冯彩霞	15565361324	130924198301278000	38	男	4	26	21	1	6	3	10
263	88	冯彩霞	15565361324	130924198301278000	38	男	5	21	1	30	15	5	6
264	88	冯彩霞	15565361324	130924198301278000	38	男	5	27	1	4	18	5	1
265	89	郑睿敏	13154572614	320305196610012000	55	女	2	48	11	49	7	3	6
266	89	郑睿敏	13154572614	320305196610012000	55	女	1	20	44	11	8	3	12
267	89	郑睿敏	13154572614	320305196610012000	55	女	7	51	24	18	12	3	8
268	90	施之柔	15212436966	411224198204048000	39	男	5	39	23	7	6	5	16
269	90	施之柔	15212436966	411224198204048000	39	男	5	28	45	15	6	5	3
270	90	施之柔	15212436966	411224198204048000	39	男	3	14	15	14	1	5	18
271	91	施光桃	15629590744	450803199310057000	28	女	5	24	47	10	14	5	16
272	91	施光桃	15629590744	450803199310057000	28	女	4	24	24	19	13	5	1
273	91	施光桃	15629590744	450803199310057000	28	女	7	39	11	7	3	5	14
274	92	艾醉薇	17684948332	370181198509198000	36	女	1	44	47	4	14	5	6
275	92	艾醉薇	17684948332	370181198509198000	36	女	2	42	13	33	2	3	7
276	92	艾醉薇	17684948332	370181198509198000	36	女	1	20	32	3	2	3	12
277	93	金秀英	17371421821	530724199702192000	24	男	5	1	16	50	10	3	2
278	93	金秀英	17371421821	530724199702192000	24	男	7	34	14	19	17	5	3
279	93	金秀英	17371421821	530724199702192000	24	男	3	29	51	21	17	5	14
280	94	王江霞	17689120273	610726197909232000	42	女	7	47	14	3	2	5	15
281	94	王江霞	17689120273	610726197909232000	42	女	6	41	7	32	7	3	12
282	94	王江霞	17689120273	610726197909232000	42	女	5	9	10	8	6	3	10
283	95	邢元珊	14061261315	370503200103210000	20	女	5	17	3	43	15	5	6
284	95	邢元珊	14061261315	370503200103210000	20	女	2	23	2	26	18	5	1
285	95	邢元珊	14061261315	370503200103210000	20	女	3	3	22	27	7	3	6
286	96	陈念梅	15990841394	340311196703217000	54	女	5	1	42	20	8	3	12
287	96	陈念梅	15990841394	340311196703217000	54	女	6	49	46	43	12	3	8
288	96	陈念梅	15990841394	340311196703217000	54	女	1	34	26	25	6	5	16
289	97	冯夏雪	14594361090	630222199001229000	31	男	5	32	46	7	6	5	3
290	97	冯夏雪	14594361090	630222199001229000	31	男	3	35	3	45	1	5	18
291	97	冯夏雪	14594361090	630222199001229000	31	男	1	36	36	51	14	5	16
292	98	许寒雁	17828837572	130207196807163000	53	女	1	13	16	7	13	5	1
293	98	许寒雁	17828837572	130207196807163000	53	女	4	16	37	41	3	5	14
294	98	许寒雁	17828837572	130207196807163000	53	女	4	7	4	25	14	5	6
295	99	尤文静	18496233628	54050219871112845X	34	男	6	37	51	47	2	3	7
296	99	尤文静	18496233628	54050219871112845X	34	男	7	43	13	47	2	3	12
297	99	尤文静	18496233628	54050219871112845X	34	男	2	45	2	33	10	3	2
298	100	朱厚菊	18297484089	410323200109173000	20	女	3	50	13	26	17	5	3
299	100	朱厚菊	18297484089	410323200109173000	20	女	6	38	22	43	17	5	14
300	100	朱厚菊	18297484089	410323200109173000	20	女	5	8	44	12	2	5	15
301	101	范尔珍	17591714303	360502198810223000	33	男	5	19	3	39	7	3	12
302	101	范尔珍	17591714303	360502198810223000	33	男	3	38	13	20	6	3	10
303	101	范尔珍	17591714303	360502198810223000	33	男	3	8	43	25	15	5	6
304	102	吕梓涵	18332382140	350783197310062000	48	女	5	22	4	5	18	5	1
305	102	吕梓涵	18332382140	350783197310062000	48	女	5	43	6	44	7	3	6
306	102	吕梓涵	18332382140	350783197310062000	48	女	1	18	21	31	8	3	12
307	103	孔开凤	13231720779	653224200103160000	20	男	5	9	24	10	12	3	8
308	103	孔开凤	13231720779	653224200103160000	20	男	3	6	16	16	6	5	16
309	103	孔开凤	13231720779	653224200103160000	20	男	6	7	8	43	6	5	3
310	104	沈名媛	13635587805	210321199401210000	27	男	1	3	15	45	1	5	18
311	104	沈名媛	13635587805	210321199401210000	27	男	5	18	34	14	14	5	16
312	104	沈名媛	13635587805	210321199401210000	27	男	1	38	31	36	13	5	1
313	105	张桂花	17425119006	130502198505061000	36	女	6	51	17	42	3	5	14
314	105	张桂花	17425119006	130502198505061000	36	女	1	16	30	30	14	5	6
315	105	张桂花	17425119006	130502198505061000	36	女	1	15	25	30	2	3	7
316	106	尤子鑫	17520845415	360721199304235000	28	男	5	7	7	32	2	3	12
317	106	尤子鑫	17520845415	360721199304235000	28	男	4	23	51	23	10	3	2
318	106	尤子鑫	17520845415	360721199304235000	28	男	2	11	11	19	17	5	3
319	107	孟菜玲	15444470485	440803196801248000	53	女	4	33	48	22	17	5	14
320	107	孟菜玲	15444470485	440803196801248000	53	女	2	45	49	44	2	5	15
321	107	孟菜玲	15444470485	440803196801248000	53	女	1	21	45	15	7	3	12
322	108	周尔珍	17996224080	520330198808047000	33	女	5	1	34	9	6	3	10
323	108	周尔珍	17996224080	520330198808047000	33	女	4	19	6	32	15	5	6
324	108	周尔珍	17996224080	520330198808047000	33	女	2	44	50	30	18	5	1
325	109	周小蝶	17412786208	451081197808102000	43	男	5	27	23	30	7	3	6
326	109	周小蝶	17412786208	451081197808102000	43	男	2	43	35	16	8	3	12
327	109	周小蝶	17412786208	451081197808102000	43	男	1	9	42	48	12	3	8
328	110	郑寻文	15484210553	33048119681007900X	53	女	6	16	13	35	6	5	16
329	110	郑寻文	15484210553	33048119681007900X	53	女	6	16	32	15	6	5	3
330	110	郑寻文	15484210553	33048119681007900X	53	女	5	45	51	49	1	5	18
331	111	郎海燕	13861792769	530827199402261000	27	女	1	12	20	30	14	5	16
332	111	郎海燕	13861792769	530827199402261000	27	女	1	47	17	16	13	5	1
333	111	郎海燕	13861792769	530827199402261000	27	女	3	24	34	12	3	5	14
334	112	孔太群	14311869553	44140319920408466X	29	女	1	26	28	39	14	5	6
335	112	孔太群	14311869553	44140319920408466X	29	女	4	14	35	11	2	3	7
336	112	孔太群	14311869553	44140319920408466X	29	女	7	16	8	36	2	3	12
337	113	毕显丽	14642494642	340208197409192000	47	男	3	29	22	32	10	3	2
338	113	毕显丽	14642494642	340208197409192000	47	男	6	50	39	41	17	5	3
339	113	毕显丽	14642494642	340208197409192000	47	男	4	36	20	46	17	5	14
340	114	赵莎莎	15582224582	533423200611220000	15	男	2	32	46	8	2	5	15
341	114	赵莎莎	15582224582	533423200611220000	15	男	4	40	35	44	7	3	12
342	114	赵莎莎	15582224582	533423200611220000	15	男	1	10	13	41	6	3	10
343	115	有雅萱	17124066801	520302199801238000	23	女	5	7	31	29	15	5	6
344	115	有雅萱	17124066801	520302199801238000	23	女	1	26	17	21	18	5	1
345	115	有雅萱	17124066801	520302199801238000	23	女	4	9	41	19	7	3	6
346	116	施玉亭	14140073805	130526200511047000	16	女	5	34	29	24	8	3	12
347	116	施玉亭	14140073805	130526200511047000	16	女	5	6	29	31	12	3	8
348	116	施玉亭	14140073805	130526200511047000	16	女	1	14	9	8	6	5	16
349	117	万之山	15418668145	451225196903102000	52	男	6	44	40	51	6	5	3
